# Date Time  Temperature
18-04-2021 21:45  18.6
18-04-2021 22:00  18.7
18-04-2021 22:15  18.8
18-04-2021 22:30  19.0
18-04-2021 22:45  19.1
18-04-2021 23:00  19.1
18-04-2021 23:15  19.4
18-04-2021 23:30  19.5
18-04-2021 23:45  19.7
19-04-2021 00:00  19.8
19-04-2021 00:15  20.0
19-04-2021 00:30  20.0
19-04-2021 00:45  20.0
19-04-2021 01:00  20.0
19-04-2021 01:15  20.0
19-04-2021 01:30  20.0
19-04-2021 01:45  20.0
19-04-2021 02:00  20.0
19-04-2021 02:15  19.9
19-04-2021 02:30  19.8
19-04-2021 02:45  19.6
19-04-2021 03:00  19.4
19-04-2021 03:15  19.3
19-04-2021 03:30  19.1
19-04-2021 03:45  19.0
19-04-2021 04:00  19.0
19-04-2021 04:15  19.0
19-04-2021 04:30  19.0
19-04-2021 04:45  19.0
19-04-2021 05:00  19.0
19-04-2021 05:15  19.0
19-04-2021 05:30  19.0
19-04-2021 05:45  19.1
19-04-2021 06:00  19.3
19-04-2021 06:15  19.3
19-04-2021 06:30  19.5
19-04-2021 06:45  19.6
19-04-2021 07:00  19.6
19-04-2021 07:15  19.7
19-04-2021 07:30  19.9
19-04-2021 07:45  20.0
19-04-2021 08:00  20.0
19-04-2021 08:15  20.0
19-04-2021 08:30  20.0
19-04-2021 08:45  20.0
19-04-2021 09:00  20.0
19-04-2021 09:15  19.8
19-04-2021 09:30  19.6
19-04-2021 09:45  19.5
19-04-2021 10:00  19.2
19-04-2021 10:15  19.1
19-04-2021 10:30  19.0
19-04-2021 10:45  19.0
19-04-2021 11:00  19.0
19-04-2021 11:15  19.0
19-04-2021 11:30  19.0
19-04-2021 11:45  19.0
19-04-2021 12:00  19.0
19-04-2021 12:15  19.1
19-04-2021 12:30  19.2
19-04-2021 12:45  19.3
19-04-2021 13:00  19.4
19-04-2021 13:15  19.6
19-04-2021 13:30  19.6
19-04-2021 13:45  19.8
19-04-2021 14:00  19.9
19-04-2021 14:15  20.0
19-04-2021 14:30  20.0
19-04-2021 14:45  20.0
19-04-2021 15:00  20.0
19-04-2021 15:15  20.0
19-04-2021 15:30  20.0
19-04-2021 15:45  20.0
19-04-2021 16:00  20.0
19-04-2021 16:15  20.0
19-04-2021 16:30  19.9
19-04-2021 16:45  19.8
19-04-2021 17:00  19.8
19-04-2021 17:15  19.6
19-04-2021 17:30  19.6
19-04-2021 17:45  19.5
19-04-2021 18:00  19.5
19-04-2021 18:15  19.4
19-04-2021 18:30  19.3
19-04-2021 18:45  19.2
19-04-2021 19:00  19.1
19-04-2021 19:15  19.0
19-04-2021 19:30  19.0
19-04-2021 19:45  19.0
19-04-2021 20:00  19.0
19-04-2021 20:15  19.0
19-04-2021 20:30  19.1
19-04-2021 20:45  19.3
19-04-2021 21:00  19.4
19-04-2021 21:15  19.5
19-04-2021 21:30  19.8
19-04-2021 21:45  19.9
19-04-2021 22:00  20.0
19-04-2021 22:15  20.0
19-04-2021 22:30  20.0
19-04-2021 22:45  20.0
19-04-2021 23:00  20.0
19-04-2021 23:15  20.0
19-04-2021 23:30  20.0
19-04-2021 23:45  20.0
20-04-2021 00:00  20.0
20-04-2021 00:15  19.9
20-04-2021 00:30  19.8
20-04-2021 00:45  19.7
20-04-2021 01:00  19.5
20-04-2021 01:15  19.4
20-04-2021 01:30  19.3
20-04-2021 01:45  19.2
20-04-2021 02:00  19.1
20-04-2021 02:15  19.0
20-04-2021 02:30  19.0
20-04-2021 02:45  19.0
20-04-2021 03:00  19.0
20-04-2021 03:15  19.0
20-04-2021 03:30  19.0
20-04-2021 03:45  19.1
20-04-2021 04:00  19.2
20-04-2021 04:15  19.3
20-04-2021 04:30  19.5
20-04-2021 04:45  19.6
20-04-2021 05:00  19.7
20-04-2021 05:15  19.8
20-04-2021 05:30  20.0
20-04-2021 05:45  20.0
20-04-2021 06:00  20.0
20-04-2021 06:15  20.0
20-04-2021 06:30  20.0
20-04-2021 06:45  20.0
20-04-2021 07:00  20.0
20-04-2021 07:15  19.9
20-04-2021 07:30  19.7
20-04-2021 07:45  19.5
20-04-2021 08:00  19.4
20-04-2021 08:15  19.2
20-04-2021 08:30  19.1
20-04-2021 08:45  19.0
20-04-2021 09:00  19.0
20-04-2021 09:15  19.0
20-04-2021 09:30  19.0
20-04-2021 09:45  19.0
20-04-2021 10:00  19.0
20-04-2021 10:15  19.0
20-04-2021 10:30  19.1
20-04-2021 10:45  19.2
20-04-2021 11:00  19.3
20-04-2021 11:15  19.5
20-04-2021 11:30  19.6
20-04-2021 11:45  19.6
20-04-2021 12:00  19.7
20-04-2021 12:15  19.9
20-04-2021 12:30  20.0
20-04-2021 12:45  20.0
20-04-2021 13:00  20.0
20-04-2021 13:15  20.0
20-04-2021 13:30  20.0
20-04-2021 13:45  20.0
20-04-2021 14:00  20.0
20-04-2021 14:15  20.0
20-04-2021 14:30  20.0
20-04-2021 14:45  19.9
20-04-2021 15:00  19.9
20-04-2021 15:15  19.9
20-04-2021 15:30  19.8
20-04-2021 15:45  19.8
20-04-2021 16:00  19.7
20-04-2021 16:15  19.6
20-04-2021 16:30  19.5
20-04-2021 16:45  19.5
20-04-2021 17:00  19.4
20-04-2021 17:15  19.4
20-04-2021 17:30  19.3
20-04-2021 17:45  19.3
20-04-2021 18:00  19.2
20-04-2021 18:15  19.2
20-04-2021 18:30  19.0
20-04-2021 18:45  19.0
20-04-2021 19:00  19.0
20-04-2021 19:15  19.0
20-04-2021 19:30  19.2
20-04-2021 19:45  19.3
20-04-2021 20:00  19.6
20-04-2021 20:15  19.7
20-04-2021 20:30  19.9
20-04-2021 20:45  20.0
20-04-2021 21:00  20.0
20-04-2021 21:15  20.1
20-04-2021 21:30  20.1
20-04-2021 21:45  20.1
20-04-2021 22:00  20.1
20-04-2021 22:15  20.1
20-04-2021 22:30  20.1
20-04-2021 22:45  20.1
20-04-2021 23:00  20.1
20-04-2021 23:15  20.1
20-04-2021 23:30  20.0
20-04-2021 23:45  19.9
21-04-2021 00:00  19.8
21-04-2021 00:15  19.7
21-04-2021 00:30  19.6
21-04-2021 00:45  19.6
21-04-2021 01:00  19.5
21-04-2021 01:15  19.4
21-04-2021 01:30  19.3
21-04-2021 01:45  19.1
